web_pages,state-province,domains,country,name,alpha_two_code
['http://www.unab.cl/'],,['unab.cl'],Chile,Universidad Nacional Andrés Bello,CL
['http://www.unachile.cl/'],,['unachile.cl'],Chile,Universidad Adventista de Chile,CL
['http://www.unap.cl/'],,['unap.cl'],Chile,"Universidad ""Arturo Prat""",CL
['http://www.unfa.cl/'],,['unfa.cl'],Chile,Universidad Francisco de Aguirre,CL
['http://www.uniacc.cl/'],,['uniacc.cl'],Chile,"Universidad de Artes, Ciencias y Comunicación",CL
['http://www.unicit.cl/'],,['unicit.cl'],Chile,Universidad Iberoamericana de Ciencias y Tecnologia,CL
['http://www.universidadarcis.cl/'],,['universidadarcis.cl'],Chile,Universidad Arcis,CL
['http://www.upacifico.cl/'],,['upacifico.cl'],Chile,Universidad del Pacífico,CL
['http://www.upa.cl/'],,['upa.cl'],Chile,Universidad de Playa Ancha de Ciencias de la Educacion,CL
['http://www.usach.cl/'],,['usach.cl'],Chile,Universidad de Santiago de Chile,CL
['http://www.usanandres.cl/'],,['usanandres.cl'],Chile,Universidad de San Andres,CL
['http://www.userena.cl/'],,['userena.cl'],Chile,Universidad de La Serena,CL
['http://www.uss.cl/'],,['uss.cl'],Chile,Universidad San Sebastian,CL
['http://www.ust.cl/'],,['ust.cl'],Chile,Universidad Santo Tomás,CL
['http://www.uta.cl/'],,['uta.cl'],Chile,Universidad de Tarapacá,CL
['http://www.utalca.cl/'],,['utalca.cl'],Chile,Universidad de Talca,CL
['http://www.utem.cl/'],,['utem.cl'],Chile,Universidad Tecnológica Metropolitana,CL
['http://www.utfsm.cl/'],,['utfsm.cl'],Chile,"Universidad Técnica ""Federico Santa María""",CL
['http://www.uv.cl/'],,['uv.cl'],Chile,Universidad de Valparaiso,CL
['http://www.uvipro.cl/'],,['uvipro.cl'],Chile,"Universidad Tecnologica ""Vicente Perez Rosales""",CL
['http://www.uvm.cl/'],,['uvm.cl'],Chile,Universidad de Viña del Mar,CL
['http://www.ahmu.edu.cn/'],,['ahmu.edu.cn'],China,Anhui Medical University,CN
['http://www.ahnu.edu.cn/'],,['ahnu.edu.cn'],China,Anhui Normal University,CN
['http://www.ahsdxy.ah.edu.cn/'],,['ahsdxy.ah.edu.cn'],China,Anhui Technical College of Water Resources and Hydroelectric Power,CN
['http://www.ahtcm.edu.cn/'],,['ahtcm.edu.cn'],China,Anhui University of Traditional Chinese Medicine,CN
['http://www.ahu.edu.cn/'],,['ahu.edu.cn'],China,Anhui University,CN
['http://www.aufe.edu.cn/'],,['aufe.edu.cn'],China,Anhui University of Finance and Economics,CN
['http://www.bac.edu.cn/'],,['bac.edu.cn'],China,Beijing University of Agriculture,CN
['http://www.bfsu.edu.cn/'],,['bfsu.edu.cn'],China,Beijing Foreign Studies University,CN
['http://www.bhu.edu.cn/'],,['bhu.edu.cn'],China,Bohai University,CN
['http://www.bisu.edu.cn/'],,['bisu.edu.cn'],China,Beijing International Studies University,CN
['http://www.bit.edu.cn/'],,['bit.edu.cn'],China,Beijing Institute of Technology,CN
['http://www.biti.edu.cn/'],,['biti.edu.cn'],China,Beijing Information Science and Technology University,CN
['https://www.bjtu.edu.cn'],Beijing,['bjtu.edu.cn'],China,Beijing Jiaotong University,CN
['http://www.bjaeu.edu.cn/'],,['bjaeu.edu.cn'],China,China Agriculture University East,CN
['http://www.bjfu.edu.cn/'],,['bjfu.edu.cn'],China,Beijing Forestry University,CN
['http://www.bjmu.edu.cn/'],,['bjmu.edu.cn'],China,Beijing Medical University,CN
['http://www.bjpeu.edu.cn/'],,['bjpeu.edu.cn'],China,Beijing Petroleum University,CN
['http://www.bjpu.edu.cn/'],,['bjpu.edu.cn'],China,Beijing Polytechnic University,CN
['http://www.bjucmp.edu.cn/'],,['bjucmp.edu.cn'],China,Beijing University of Chinese Medicine and Pharmacology,CN
['http://www.blcu.edu.cn/'],,['blcu.edu.cn'],China,Beijing Language and Culture University,CN
['http://www.bnu.edu.cn/'],,['bnu.edu.cn'],China,Beijing Normal University,CN
['http://www.bsu.edu.cn/'],,['bsu.edu.cn'],China,Beijing Sport University,CN
['http://www.buaa.edu.cn/'],,['buaa.edu.cn'],China,Beijing University of Aeronautics and Astronautics,CN
['http://www.buct.edu.cn/'],,['buct.edu.cn'],China,Beijing University of Chemical Technology,CN
['http://www.bupt.edu.cn/'],,['bupt.edu.cn'],China,Beijing University of Posts and Telecommunications,CN
['http://www.cafa.edu.cn/'],,['cafa.edu.cn'],China,Central Academy of Fine Art,CN
['http://www.cauc.edu/'],,['cauc.edu'],China,Civil Aviation University of China,CN
['http://www.cau.edu.cn/'],,['cau.edu.cn'],China,China Agricultural University,CN
['http://www.ccnu.edu.cn/'],,['ccnu.edu.cn'],China,Central China Normal University,CN
['http://www.ccut.edu.cn/'],,['ccut.edu.cn'],China,Changchun University of Technology,CN
['http://www.cdu.edu.cn/'],,['cdu.edu.cn'],China,Chengdu University,CN
['http://www.cdutcm.edu.cn/'],,['cdutcm.edu.cn'],China,Chengdu University of Traditional Chinese Medicine,CN
['http://www.cdut.edu.cn/'],,['cdut.edu.cn'],China,Chengdu University of Technology,CN
['http://www.cfau.edu.cn/'],,['cfau.edu.cn'],China,China Foreign Affairs University,CN
['http://www.chinaacademyofart.com/'],,['chinaacademyofart.com'],China,China Academy of Art,CN
['http://www.cisisu.edu.cn/'],,['cisisu.edu.cn'],China,Chengdu Institute of Sichuan International Studies University,CN
['http://www.cmu.edu.cn/'],,['cmu.edu.cn'],China,China Medical University Shenyang,CN
['http://www.cncnc.edu.cn/'],,['cncnc.edu.cn'],China,Changchun Teachers College,CN
['http://www.cnu.edu.cn/'],,['cnu.edu.cn'],China,Capital Normal University,CN
['http://www.cppsu.edu.cn/'],,['cppsu.edu.cn'],China,Chinese People's Public Security University,CN
['http://www.cpu.edu.cn/'],,['cpu.edu.cn'],China,China Pharmaceutical University Nanjing,CN
['http://www.cpums.edu.cn/'],,['cpums.edu.cn'],China,Capital University of Medical Sciences,CN
['http://www.cqec.net.cn/'],,['cqec.net.cn'],China,Chongqing Education College,CN
['http://www.cqgyzy.com/'],,['cqgyzy.com'],China,Chongqing Vocational College of Public Transportation,CN
['http://www.cqmu.edu.cn/'],,['cqmu.edu.cn'],China,Chongqing Medical University,CN
['http://www.cqnu.edu.cn/'],,['cqnu.edu.cn'],China,Chongqing Normal University,CN
['http://www.cqtcedu.com/'],,['cqtcedu.com'],China,Chongqing Telecommunication College,CN
['http://www.cquc.edu.cn/'],,['cquc.edu.cn'],China,Chongqing University of Communications,CN
['http://www.cqu.edu.cn/'],,['cqu.edu.cn'],China,Chongqing University,CN
['http://www.cqupt.edu.cn/'],,['cqupt.edu.cn'],China,Chongqing University of Post and Telecommunications,CN
['http://www.cqust.cn/'],,['cqust.cn'],China,Chongqing University of Science and Technology,CN
['http://www.cqut.edu.cn/'],,['cqut.edu.cn'],China,Chongqing University of Technology,CN
['http://www.cqwu.net/'],,['cqwu.net'],China,Chongqing Wenli University,CN
['http://www.crtvu.edu.cn/'],,['crtvu.edu.cn'],China,Central Radio and TV University,CN
['http://www.csfu.edu.cn/'],,['csfu.edu.cn'],China,Central South Forestry University,CN
['http://www.csru.edu.cn/'],,['csru.edu.cn'],China,Changsha Railway University,CN
['http://www.csu.edu.cn/'],,['csu.edu.cn'],China,Central South University,CN
['http://www.csuep.edu.cn/'],,['csuep.edu.cn'],China,Changsha University of Electric Power,CN
['http://www.ctbu.edu.cn/'],,['ctbu.edu.cn'],China,Chongqing Technology and Business University,CN
['http://www.ctgu.edu.cn/'],,['ctgu.edu.cn'],China,China Three Gorges University,CN
['http://www.cubu.edu/'],,['cubu.edu'],China,China USA Business University,CN
['http://www.cuc.edu.cn/'],,['cuc.edu.cn'],China,Communication University of China,CN
['http://www.cueb.edu.cn/'],,['cueb.edu.cn'],China,Capital University of Economics and Business,CN
['http://www.cufe.edu.cn/'],,['cufe.edu.cn'],China,Central University of Finance and Economics,CN
['http://www.cugb.edu.cn/'],,['cugb.edu.cn'],China,China University of Geoscience Beijing,CN
['http://www.cug.edu.cn/'],,['cug.edu.cn'],China,China University of Geosciences Wuhan,CN
['http://www.cumtb.edu.cn/'],,['cumtb.edu.cn'],China,China University of Mining Technology - Beijing,CN
['http://www.cumt.edu.cn/'],,['cumt.edu.cn'],China,China University of Mining Technology - Xuzhou,CN
['http://www.cun.edu.cn/'],,['cun.edu.cn'],China,Central University for Nationalities,CN
['http://www.cupl.edu.cn/'],,['cupl.edu.cn'],China,China University of Political Science and Law,CN
['http://www.cyc.edu.cn/'],,['cyc.edu.cn'],China,China youth college for political science,CN
['http://www.dhu.edu.cn/'],,['dhu.edu.cn'],China,"Donghua University, Shanghai",CN
['http://www.dlmedu.edu.cn/'],,['dlmedu.edu.cn'],China,Dalian Medical University,CN
['http://www.dlmu.edu.cn/'],,['dlmu.edu.cn'],China,Dalian Martime University,CN
['http://www.dlu.edu.cn/'],,['dlu.edu.cn'],China,Dalian University,CN
['http://www.dlufl.edu.cn/'],,['dlufl.edu.cn'],China,Dalian University of Foreign Language,CN
['http://www.dlut.edu.cn/'],,['dlut.edu.cn'],China,Dalian University of Technology,CN
['http://www.dufe.edu.cn/'],,['dufe.edu.cn'],China,Dongbei University of Finance And Economics,CN
['http://www.ecjtu.jx.cn/'],,['ecjtu.jx.cn'],China,East China Jiao Tong University,CN
['http://www.ecnu.edu.cn/'],,['ecnu.edu.cn'],China,East China Normal University,CN
['http://www.ecust.edu.cn/'],,['ecust.edu.cn'],China,East China University of Science and Technology,CN
['http://www.emsfj.com/'],,['emsfj.com'],China,Emeishan Buddhist College,CN
['http://www.fimmu.edu.cn/'],,['fimmu.edu.cn'],China,Southern Medial University,CN
['http://www.fjau.edu.cn/'],,['fjau.edu.cn'],China,Fujian Agricultural University,CN
['http://www.fjmu.edu.cn/'],,['fjmu.edu.cn'],China,Fujian Medical University,CN
['http://www.fjnu.edu.cn/'],,['fjnu.edu.cn'],China,Fujian Normal University,CN
['http://www.fjtcm.edu.cn/'],,['fjtcm.edu.cn'],China,Fujian University of Traditional Chinese Medicine,CN
['http://www.fmmu.edu.cn/'],,['fmmu.edu.cn'],China,4th Military Medical University,CN
['http://www.fosu.edu.cn/'],,['fosu.edu.cn'],China,Foshan University,CN
['http://www.fspu.edu.cn/'],,['fspu.edu.cn'],China,Fushun Petroleum University,CN
['http://www.fudan.edu.cn/'],,['fudan.edu.cn'],China,Fudan University,CN
['http://www.fzu.edu.cn/'],,['fzu.edu.cn'],China,Fuzhou University,CN
['http://www.gdin.edu.cn/'],,['gdin.edu.cn'],China,Guangdong Polytechnic Normal University,CN
['http://www.gdrtvu.edu.cn/'],,['gdrtvu.edu.cn'],China,Guangdong Radio & TV University,CN
['http://www.gdufs.edu.cn/'],,['gdufs.edu.cn'],China,Guangdong University of Foreign Studies,CN
['http://www.gdut.edu.cn/'],,['gdut.edu.cn'],China,Guangdong University of Technology,CN
['http://www.gsau.edu.cn/'],,['gsau.edu.cn'],China,Gansu Agricultural University,CN
['http://www.gsut.edu.cn/'],,['gsut.edu.cn'],China,Gansu University of Technology,CN
['http://www.guangztc.edu.cn/'],,['guangztc.edu.cn'],China,Guangzhou Normal University,CN
['http://www.gxmu.edu.cn/'],,['gxmu.edu.cn'],China,Guangxi Medical University,CN
['http://www.gxnu.edu.cn/'],,['gxnu.edu.cn'],China,Guangxi Normal University,CN
['http://www.gxtcmu.edu.cn/'],,['gxtcmu.edu.cn'],China,Guangxi Traditional Chinese Medical University,CN
['http://www.gxu.edu.cn/'],,['gxu.edu.cn'],China,Guangxi University,CN
['http://www.gxun.edu.cn/'],,['gxun.edu.cn'],China,Guangxi University for Nationalities,CN
['http://www.gzarts.edu.cn/'],,['gzarts.edu.cn'],China,Guangzhou Academy of Fine Art,CN
['http://www.gzhtcm.edu.cn/'],,['gzhtcm.edu.cn'],China,Guangzhou University of Traditional Chinese Medicine,CN
['http://www.gzhu.edu.cn/'],,['gzhu.edu.cn'],China,Guangzhou University,CN
['http://www.gznu.edu.cn/'],,['gznu.edu.cn'],China,Guizhou Normal University,CN
['http://www.gzsums.edu.cn/'],,['gzsums.edu.cn'],China,Sun Yat-Sen University of Medical Sciences,CN
['http://www.gzu.edu.cn/'],,['gzu.edu.cn'],China,Guizhou University,CN
['http://www.hainnu.edu.cn/'],,['hainnu.edu.cn'],China,Hainan Normal University,CN
['http://www.hainu.edu.cn/'],,['hainu.edu.cn'],China,Hainan University,CN
['http://www.hbafa.com/'],,['hbafa.com'],China,Hebei Academy of Fine Art,CN
['https://www.hbu.edu/'],TX,['hbu.edu'],United States,Houston Baptist University,US
['http://www.hbu.edu.cn/'],,['hbu.edu.cn'],China,Hebei University,CN
['http://www.hdpu.edu.cn/'],,['hdpu.edu.cn'],China,University of Petroleum (East China),CN
['http://www.hebau.edu.cn/'],,['hebau.edu.cn'],China,Hebei Agricultural University,CN
['http://www.hebeiuniteduniversity.com/'],,['hebeiuniteduniversity.com'],China,Hebei United University,CN
['http://www.hebmu.edu.cn/'],,['hebmu.edu.cn'],China,Hebei Medical University,CN
['http://www.hebnu.edu.cn/'],,['hebnu.edu.cn'],China,Hebei Normal University,CN
['http://www.hebust.edu.cn/'],,['hebust.edu.cn'],China,Hebei University of Science and Technology,CN
['http://www.hebut.edu.cn/'],,['hebut.edu.cn'],China,Hebei University of Technology,CN
['http://www.henannu.edu.cn/'],,['henannu.edu.cn'],China,Henan Normal University,CN
['http://www.henau.edu.cn/'],,['henau.edu.cn'],China,Henan Agriculture University,CN
['http://www.henu.edu.cn/'],,['henu.edu.cn'],China,Henan Univeristy,CN
['http://www.heuet.edu.cn/'],,['heuet.edu.cn'],China,Hebei University of Economics and Trade,CN
['http://www.hfut.edu.cn/'],,['hfut.edu.cn'],China,Hefei University of Technology,CN
['http://www.hhit.edu.cn/'],,['hhit.edu.cn'],China,Huaihai Institute of Technology,CN
['http://www.hhrtu.com/'],,['hhrtu.com'],China,Huaihua Radio and Television University,CN
['http://www.hhstu.edu.cn/'],,['hhstu.edu.cn'],China,Huanghe Science & Technology University,CN
['http://www.hhuc.edu.cn/'],,['hhuc.edu.cn'],China,Hohai University Changzhou,CN
['http://www.hhu.edu.cn/'],,['hhu.edu.cn'],China,Hehai University,CN
['http://www.hit.edu.cn/'],,['hit.edu.cn'],China,Harbin Institute of Technology,CN
['http://www.hlaflru.edu.cn/'],,['hlaflru.edu.cn'],China,Heilongjiang August 1st Reclamation University,CN
['http://www.hljcu.edu.cn/'],,['hljcu.edu.cn'],China,Heilongjiang Commercial University,CN
['http://www.hlju.edu.cn/'],,['hlju.edu.cn'],China,Heilongjiang University,CN
['http://www.hnfjxy.cn/'],,['hnfjxy.cn'],China,Henan Buddhist College,CN
['http://www.hqgc.net/'],,['hqgc.net'],China,Logistics Engineering University of PLA,CN
['http://www.hqu.edu.cn/'],,['hqu.edu.cn'],China,Huaqiao University Quanzhuo,CN
['http://www.hrbeu.edu.cn/'],,['hrbeu.edu.cn'],China,Harbin Engineering University,CN
['http://www.hrbmu.edu.cn/'],,['hrbmu.edu.cn'],China,Harbin Medical University,CN
['http://www.hrbnu.edu.cn/'],,['hrbnu.edu.cn'],China,Harbin Normal University,CN
['http://www.hrbucea.edu.cn/'],,['hrbucea.edu.cn'],China,Harbin University of Civil Engineering & Architecture,CN
['http://www.hrbust.edu.cn/'],,['hrbust.edu.cn'],China,Harbin University of Science and Technology,CN
['http://www.hubu.edu.cn/'],,['hubu.edu.cn'],China,Hubei University,CN
['http://www.hunau.net/'],,['hunau.net'],China,Hunan Agricultural University,CN
['http://www.hunnu.edu.cn/'],,['hunnu.edu.cn'],China,Hunan Normal University,CN
['http://www.hust.edu.cn/'],,['hust.edu.cn'],China,Huazhong University of Science and Technology,CN
['http://www.hzau.edu.cn/'],,['hzau.edu.cn'],China,Huazhong Agricultural University,CN
['http://www.hzu.edu.cn/'],,['hzu.edu.cn'],China,Huizhou University,CN
['http://www.ibub.edu.cn/'],,['ibub.edu.cn'],China,International Business University of Beijing,CN
['http://www.imau.edu.cn/'],,['imau.edu.cn'],China,Inner Mongolia Agricultural University,CN
['http://www.imnu.edu.cn/'],,['imnu.edu.cn'],China,Inner Mongolia Normal University,CN
['http://www.impu.edu.cn/'],,['impu.edu.cn'],China,Inner Mongolia Polytechnic University,CN
['http://www.imu.edu.cn/'],,['imu.edu.cn'],China,Inner Mongolia University,CN
['http://www.ipdbuu.com.cn/'],,['ipdbuu.com.cn'],China,Beijing Union University,CN
['http://www.jci.edu.cn/'],,['jci.edu.cn'],China,Jingdezhen China Institute,CN
['http://www.jlau.edu.cn/'],,['jlau.edu.cn'],China,Jilin Agricultural University,CN
['http://www.jlu.edu.cn/'],,['jlu.edu.cn'],China,Jilin University,CN
['http://www.jmu.edu.cn/'],,['jmu.edu.cn'],China,Jimei University,CN
['http://www.jnu.edu.cn/'],,['jnu.edu.cn'],China,Jinan University,CN
['http://www.jsu.edu.cn/'],,['jsu.edu.cn'],China,Jishou University,CN
['http://www.jsust.edu.cn/'],,['jsust.edu.cn'],China,Jiangsu University of Science and Technology,CN
['http://www.jutcm.com/'],,['jutcm.com'],China,Jiangxi University of Traditional Chinese Medicine,CN
['http://www.jut.edu.cn/'],,['jut.edu.cn'],China,Jilin University of Technology,CN
['http://www.jxau.edu.cn/'],,['jxau.edu.cn'],China,Jiangxi Agricultural University,CN
['http://www.jxnu.edu.cn/'],,['jxnu.edu.cn'],China,Jiangxi Normal University,CN
['http://www.jxufe.edu.cn/'],,['jxufe.edu.cn'],China,Jiangxi University of Finance and Economics,CN
['http://www.jyu.edu.cn/'],,['jyu.edu.cn'],China,Jiaying University,CN
['http://www.kmust.edu.cn/'],,['kmust.edu.cn'],China,Kunmimg University of Science and Technology,CN
['http://www.lctu.edu.cn/'],,['lctu.edu.cn'],China,Liaocheng Teachers University,CN
['http://www.lidapoly.com/'],,['lidapoly.com'],China,Shanghai Lida Polytechnic Institute,CN
['http://www.lixin.edu.cn/'],,['lixin.edu.cn'],China,Shanghai Lixin University of Commerce,CN
['http://www.lnnu.edu.cn/'],,['lnnu.edu.cn'],China,Liaoning Normal University,CN
['http://www.lntu.edu.cn/'],,['lntu.edu.cn'],China,Liaoning Technical University,CN
['http://www.lnu.edu.cn/'],,['lnu.edu.cn'],China,Liaoning University,CN
['http://www.lumei.edu.cn/'],,['lumei.edu.cn'],China,Luxun Academy of Fine Art,CN
['http://www.lzmc.edu.cn/'],,['lzmc.edu.cn'],China,Luzhou Medical College,CN
['http://www.lzu.edu.cn/'],,['lzu.edu.cn'],China,Lanzhou University,CN
['http://www.nbu.edu.cn/'],,['nbu.edu.cn'],China,Ningbo University,CN
['http://www.nbut.edu.cn/'],,['nbut.edu.cn'],China,Ningbo University of Technology,CN
['http://www.ncepubj.edu.cn/'],,['ncepubj.edu.cn'],China,North China Electric Power University,CN
['http://www.ncu.edu.cn/'],,['ncu.edu.cn'],China,Nanchang University,CN
['http://www.ncut.edu.cn/'],,['ncut.edu.cn'],China,North China University of Technology,CN
['http://www.neau.edu.cn/'],,['neau.edu.cn'],China,Northeast Agricultural University,CN
['http://www.nefu.edu.cn/'],,['nefu.edu.cn'],China,Northeast Forest University,CN
['http://www.neijtc.edu.cn/'],,['neijtc.edu.cn'],China,Neijiang Teacher University,CN
['http://www.nenu.edu.cn/'],,['nenu.edu.cn'],China,Northeast Normal University,CN
['http://www.neu.edu.cn/'],,['neu.edu.cn'],China,Northeastern University,CN
['http://www.neuq.edu.cn/'],,['neuq.edu.cn'],China,Northeast University at Qinhuangdao Campus,CN
['http://www.newasia.bj.edu.cn/'],,['newasia.bj.edu.cn'],China,Beijing New Asia University,CN
['http://www.njau.edu.cn/'],,['njau.edu.cn'],China,Nanjing Agricultural University,CN
['http://www.njfu.edu.cn/'],,['njfu.edu.cn'],China,Nanjing Forestry University,CN
['http://www.njim.edu.cn/'],,['njim.edu.cn'],China,Nanjing Institute of Meteorology,CN
['http://www.njmu.edu.cn/'],,['njmu.edu.cn'],China,Nanjing Medical University,CN
['http://www.njnu.edu.cn/'],,['njnu.edu.cn'],China,Nanjing Normal University,CN
['http://www.njtu.edu.cn/'],,['njtu.edu.cn'],China,Northern Jiaotong University,CN
['http://www.njuct.edu.cn/'],,['njuct.edu.cn'],China,Nanjing University of Chemical Technology,CN
['http://www.nju.edu.cn/'],,['nju.edu.cn'],China,Nanjing University,CN
['http://www.njue.edu.cn/'],,['njue.edu.cn'],China,Nanjing University of Economics,CN
['http://www.njupt.edu.cn/'],,['njupt.edu.cn'],China,Nanjing University of Posts and Telecommunications,CN
['http://www.njust.edu.cn/'],,['njust.edu.cn'],China,Nanjing University of Science and Technology,CN
['http://www.njutcm.edu.cn/'],,['njutcm.edu.cn'],China,Nanjing University of Traditional Chinese Medicine,CN
['http://www.njuts.cn/'],,['njuts.cn'],China,Nanjing Union Theological Seminary,CN
['http://nku.nankai.edu.cn/'],,['nku.nankai.edu.cn'],China,Nankai University,CN
['http://www.nottingham.edu.cn/'],,['nottingham.edu.cn'],China,The University of Nottingham Ningbo China,CN
['http://www.nsmc.edu.cn/'],,['nsmc.edu.cn'],China,Northern Sichuan Medical College,CN
['http://www.nuaa.edu.cn/'],,['nuaa.edu.cn'],China,Nanjing University of Aeronautics and Astronautics,CN
['http://www.nudt.edu.cn/'],,['nudt.edu.cn'],China,National University of Defense Technology,CN
['http://www.nwau.edu.cn/'],,['nwau.edu.cn'],China,Northwest A&F University,CN
['http://www.nwnu.edu.cn/'],,['nwnu.edu.cn'],China,Northwest Normal University Lanzhou,CN
['http://www.nwpu.edu.cn/'],,['nwpu.edu.cn'],China,Northwest Polytechnical University Xi'an,CN
['http://www.nwu.edu.cn/'],,['nwu.edu.cn'],China,Northwest University Xi'an,CN
['http://www.nxmc.edu.cn/'],,['nxmc.edu.cn'],China,Ningxia Medical College,CN
['http://www.nxu.edu.cn/'],,['nxu.edu.cn'],China,Ningxia University,CN
['http://www.ouc.edu.cn/'],,['ouc.edu.cn'],China,Ocean University of China,CN
['http://www.peizheng.com.cn/'],,['peizheng.com.cn'],China,Guangdong Peizheng College,CN
['http://www.pku.edu.cn/'],,['pku.edu.cn'],China,Peking University,CN
['http://www.pzhu.edu.cn/'],,['pzhu.edu.cn'],China,Panzhihua University,CN
['http://www.qdu.edu.cn/'],,['qdu.edu.cn'],China,Qingdao University,CN
['http://www.qfnu.edu.cn/'],,['qfnu.edu.cn'],China,Qufu Normal University,CN
['http://www.qhnu.edu.cn/'],,['qhnu.edu.cn'],China,Qinghai Normal University,CN
['http://www.qhrtvu.edu.cn/'],,['qhrtvu.edu.cn'],China,Qinghai Radio & Television University,CN
['http://www.qhu.edu.cn/'],,['qhu.edu.cn'],China,Qinghai University,CN
['http://www.qust.edu.cn/'],,['qust.edu.cn'],China,Qingdao University of Science and Technology,CN
['http://www.qzu.edu.cn/'],,['qzu.edu.cn'],China,Qiongzhou University,CN
['http://www.ruc.edu.cn/'],,['ruc.edu.cn'],China,Renmin University of China,CN
['http://www.sandau.edu.cn/'],,['sandau.edu.cn'],China,Shanghai Sanda University,CN
['http://www.sanxiau.edu.cn/'],,['sanxiau.edu.cn'],China,Chongqing Three Gorges University,CN
['http://www.sbs.edu.cn/'],,['sbs.edu.cn'],China,Shanghai Business School,CN
['http://www.scau.edu.cn/'],,['scau.edu.cn'],China,South China Agricultural University,CN
['http://www.sccu.edu.cn/'],,['sccu.edu.cn'],China,South China Construction University,CN
['http://www.scnu.edu.cn/'],,['scnu.edu.cn'],China,South China Normal University,CN
['http://www.scu.edu.cn/'],,['scu.edu.cn'],China,Sichuan University,CN
['http://www.scut.edu.cn/'],,['scut.edu.cn'],China,South China University of Technology,CN
['http://www.sdada.edu.cn/'],,['sdada.edu.cn'],China,Shandong University of Art and Design,CN
['http://www.sdau.edu.cn/'],,['sdau.edu.cn'],China,Shandong Agricultural University,CN
['http://www.sdie.edu.cn/'],,['sdie.edu.cn'],China,Shandong Economic University,CN
['http://www.sdju.edu.cn/'],,['sdju.edu.cn'],China,Shanghai Dainji University,CN
['http://www.sdmu.edu.cn/'],,['sdmu.edu.cn'],China,Shandong Medical University,CN
['http://www.sdnu.edu.cn/'],,['sdnu.edu.cn'],China,Shandong Normal University,CN
['http://www.sdu.edu.cn/'],,['sdu.edu.cn'],China,Shandong University,CN
['http://www.sdust.edu.cn/'],,['sdust.edu.cn'],China,Shandong University of Science and Technology,CN
['http://www.sdutcm.edu.cn/'],,['sdutcm.edu.cn'],China,Shandong University of Triaditional Chinese Medicine,CN
['http://www.sdut.edu.cn/'],,['sdut.edu.cn'],China,Shandong University of Technology,CN
['http://www.sdufe.edu.cn/'],,['sdufe.edu.cn'],China,Shandong University of Finance and Economics,CN
['http://www.seu.edu.cn/'],,['seu.edu.cn'],China,Southeast University,CN
['http://www.sgu.edu.cn/'],,['sgu.edu.cn'],China,Shaoguan University,CN
['https://shcc.edu.cn/'],,['shcc.edu.cn'],China,Shanghai Customs College,CN
['http://www.shfu.edu.cn/'],,['shfu.edu.cn'],China,Shanghai Fisheries University,CN
['http://www.shift.edu.cn/'],,['shift.edu.cn'],China,Shanghai Institue of Foreign Trade,CN
['http://www.shisu.edu.cn/'],,['shisu.edu.cn'],China,Shanghai International Studies University,CN
['http://www.shmtu.edu.cn/'],,['shmtu.edu.cn'],China,Shanghai Maritime University,CN
['http://www.shmu.edu.cn/'],,['shmu.edu.cn'],China,Shanghai Medical University,CN
['http://www.shouhua.net.cn/'],,['shouhua.net.cn'],China,Shanghai Ouhua Vocational Technical College,CN
['http://www.sh-sipopolytechnic.com/'],,['sh-sipopolytechnic.com'],China,Shanghai Sipo Polytechnic,CN
['http://www.shsmu.edu.cn/'],,['shsmu.edu.cn'],China,Shanghai Second Medical University,CN
['http://www.shspu.edu.cn/'],,['shspu.edu.cn'],China,Shanghai Second Polytechnic University,CN
['http://www.shtdu.edu.cn/'],,['shtdu.edu.cn'],China,Shanghai TieDao University,CN
['http://www.shtu.edu.cn/'],,['shtu.edu.cn'],China,Shanghai Normal University,CN
['http://www.shtvu.edu.cn/'],,['shtvu.edu.cn'],China,Shanghai Television University,CN
['http://www.shu.edu.cn/'],,['shu.edu.cn'],China,Shanghai University,CN
['https://www.shanghaitech.edu.cn/'],,['shanghaitech.edu.cn'],China,ShanghaiTech University,CN
['http://www.shufe.edu.cn/'],,['shufe.edu.cn'],China,Shanghai University of Finance and Economics,CN
['http://www.shutcm.edu.cn/'],,['shutcm.edu.cn'],China,Shanghai University of Traditional Chinese Medicine and Pharmacology,CN
['http://www.shzu.edu.cn/'],,['shzu.edu.cn'],China,Shihezi University,CN
['http://www.sicau.edu.cn/'],,['sicau.edu.cn'],China,Sichuan Agricultural University,CN
['http://www.sicnu.edu.cn/'],,['sicnu.edu.cn'],China,Sichuan Normal University,CN
['http://www.sisu.edu.cn/'],,['sisu.edu.cn'],China,Sichuan International Studies University,CN
['http://www.sjtu.edu.cn/'],,['sjtu.edu.cn'],China,Shanghai Jiaotong University,CN
['http://www.sjzu.edu.cn/'],,['sjzu.edu.cn'],China,Shenyang Jianzhu University,CN
['http://www.smmu.edu.cn/'],,['smmu.edu.cn'],China,2nd Military Medical University,CN
['http://www.snnu.edu.cn/'],,['snnu.edu.cn'],China,Shaanxi Normal University,CN
['http://www.stu.edu.cn/'],,['stu.edu.cn'],China,Shantou University,CN
['http://www.suda.edu.cn/'],,['suda.edu.cn'],China,Suzhou University,CN
['http://www.sues.edu.cn/'],,['sues.edu.cn'],China,Shanghai University of Engineering Science,CN
['http://www.sustc.edu.cn/'],,['sustc.edu.cn'],China,South University of Science and Technology of China,CN
['http://www.swau.edu.cn/'],,['swau.edu.cn'],China,Southwest Agricultural University,CN
